award_uid,announcement_id,announced_date,service_branch,contractor_raw,contractor_city,contractor_state,amount_usd,action_type,contract_number,base_contract_number,modification_number,cumulative_face_value_usd,pricing_type,is_idiq,is_multi_award,work_description,place_of_performance,completion_date,contracting_activity,bids_solicited,bids_received,small_business,extraction_confidence,extraction_notes,extracted_at,extractor_model,llm_cache_key,skills_version,contract_uid,is_creating_event,duplicate_of
eab15556bcca8748,4586879,2026-08-31,NAVY,"Argus Consulting Inc.,*",Overland Park,Kansas,145000000,multi_award_pool,N39430-26-D-2013,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,true,"Provide petroleum, oil and lubricants engineering and design services for systems and supporting facilities at various Navy and Marine Corps installations worldwide.",Various Navy and Marine Corps installations worldwide,Aug. 2031,"Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, California",,14,true,0.95,,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,ace72f1267682531,true,
5e1f00f69b3b3898,4586879,2026-08-31,NAVY,Austin Brockenbrough & Associates LLC,Richmond,Virginia,145000000,multi_award_pool,N39430-26-D-2014,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,true,"Provide petroleum, oil and lubricants engineering and design services for systems and supporting facilities at various Navy and Marine Corps installations worldwide.",Various Navy and Marine Corps installations worldwide,Aug. 2031,"Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, California",,14,false,0.95,,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,05b78d832524a9d0,true,
57854cbf0a1ebe9d,4586879,2026-08-31,NAVY,Burns & McDonnell Engineering Co. Inc.,Kansas City,Missouri,145000000,multi_award_pool,N39430-26-D-2015,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,true,"Provide petroleum, oil and lubricants engineering and design services for systems and supporting facilities at various Navy and Marine Corps installations worldwide.",Various Navy and Marine Corps installations worldwide,Aug. 2031,"Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, California",,14,false,0.95,,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,ab4425fbb7ff7703,true,
59e1438a60558cb6,4586879,2026-08-31,NAVY,"Enterprise Engineering Inc.,*",Anchorage,Alaska,145000000,multi_award_pool,N39430-26-D-2016,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,true,"Provide petroleum, oil and lubricants engineering and design services for systems and supporting facilities at various Navy and Marine Corps installations worldwide.",Various Navy and Marine Corps installations worldwide,Aug. 2031,"Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, California",,14,true,0.95,,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,9c1ddb96aea9b78b,true,
41095fc2bbbe06e3,4586879,2026-08-31,NAVY,HDR Engineering Inc.,Omaha,Nebraska,145000000,multi_award_pool,N39430-26-D-2017,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,true,"Provide petroleum, oil and lubricants engineering and design services for systems and supporting facilities at various Navy and Marine Corps installations worldwide.",Various Navy and Marine Corps installations worldwide,Aug. 2031,"Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, California",,14,false,0.95,,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,7529ccb8d17efc80,true,
2ac13a5c7649c3d8,4586879,2026-08-31,NAVY,Pond & Co.,Peachtree Corners,Georgia,145000000,multi_award_pool,N39430-26-D-2018,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,true,"Provide petroleum, oil and lubricants engineering and design services for systems and supporting facilities at various Navy and Marine Corps installations worldwide.",Various Navy and Marine Corps installations worldwide,Aug. 2031,"Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, California",,14,false,0.95,,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,3c33f69dbd495df2,true,
514c474306f2c57c,4586879,2026-08-31,NAVY,"Robert and Co. Inc.,*",Atlanta,Georgia,145000000,multi_award_pool,N39430-26-D-2019,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,true,"Provide petroleum, oil and lubricants engineering and design services for systems and supporting facilities at various Navy and Marine Corps installations worldwide.",Various Navy and Marine Corps installations worldwide,Aug. 2031,"Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, California",,14,true,0.95,,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,2c1b65bfb2a417c5,true,
5681869f9ae386e3,4586879,2026-08-31,NAVY,Tetra Tech Inc.,Collinsville,Illinois,145000000,multi_award_pool,N39430-26-D-2020,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,true,"Provide petroleum, oil and lubricants engineering and design services for systems and supporting facilities at various Navy and Marine Corps installations worldwide.",Various Navy and Marine Corps installations worldwide,Aug. 2031,"Naval Facilities Engineering and Expeditionary Warfare Center, Port Hueneme, California",,14,false,0.95,,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,75cea6ba9d7ab00c,true,
8f54f2e3860c674d,4586879,2026-08-31,NAVY,Environmental Chemical Corp.,Burlingame,California,128363354,new_award,N40085-26-C-0020,,,,firm-fixed-price,false,false,Provide construction services for the NATO Joint Force Command Norfolk's Facilities Phase II Interim Modular Facility.,"Naval Support Activity, Norfolk, Virginia",July 2028,"Naval Facilities Engineering Systems Command, Mid-Atlantic, Norfolk, Virginia",,4,false,0.88,"Maximum dollar value with 13 options is $174,443,268; entry shows $128,363,354 as the action amount",2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,83470360e939e026,true,
09795ae3aa9e1997,4586879,2026-08-31,NAVY,General Dynamics Information Technology Inc.,Falls Church,Virginia,43874231,modification,N6339423C0009,N6339423C0009,,,cost-only,,false,"Provide in-service engineering support of the MK 41 Vertical Launching System, including production of Module Electronic Box, Hazard Electronic Box, and Launch Control Panel Assemblies.","Falls Church, Virginia",Aug. 2028,"Naval Surface Warfare Center, Port Hueneme Division, Port Hueneme, California",,,false,0.92,"Awarded Aug. 27, 2026; entry describes as cost-only modification with no modification number provided",2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,bcccf67ebee4574a,true,
351b02eec54406ea,4586879,2026-08-31,NAVY,Lockheed Martin Corp.,Moorestown,New Jersey,26152726,new_award,N00104-26-C-K215,,,,firm-fixed-price,false,false,Refurbish 44 5W83 VLA thrust vectors and 44 VH07 VLA rocket motors used on Navy cruisers and destroyers.,"Moorestown, New Jersey",May 2029,"Naval Supply Systems Command Weapon Systems Support, Mechanicsburg, Pennsylvania",1,1,false,0.93,Sole-source requirement; contract does not contain an option provision,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,c64b23fc93ebb518,true,
6ec84bbba4d2d2ff,4586879,2026-08-31,NAVY,KBR Wyle Services LLC,Lexington Park,Maryland,25162568,option_exercise,N0042125C1001,N0042125C1001,P00003,,cost-plus-fixed-fee,,false,"Provide continued program management, engineering, financial and logistics support for the F/A-18 air vehicle, subsystems, armament, engine and airborne weapons for Navy and Foreign Military Sales customers.","Patuxent River, Maryland (78%); Kuwait (7%); Philadelphia, Pennsylvania (7%); New Orleans, Louisiana (4%); and North Island, California (4%)",Aug. 2027,"Naval Air Systems Command, Patuxent River, Maryland",,,false,0.95,Modification exercises an option for continued program management,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,9deed25e526cec94,true,
3eca0d64283ad0b7,4586879,2026-08-31,NAVY,Textron Systems Corp.,Hunt Valley,Maryland,15472272,new_award,N0001926F1170,N0001926G1007,,,firm-fixed-price,false,false,"Provide pre-operational and operational support, associated data, environmental shock testing and familiarization training in support of sea-based unmanned aircraft systems maritime intelligence, surveillance and reconnaissance services aboard two Navy vessels.",Various undisclosed locations outside the continental U.S.,May 2028,"Naval Air Systems Command, Patuxent River, Maryland",,,false,0.8,Task order (F1170) placed against basic ordering agreement (G1007); treating as new award with base contract reference,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,c660545c70a697a3,false,
68c1058ed6eb5251,4586879,2026-08-31,NAVY,The Boeing Co.,St. Louis,Missouri,12680717,option_exercise,N0001918C1012,N0001918C1012,P00094,,"fixed-price-incentive-fee, cost-plus-incentive-fee, cost-plus-fixed-fee",,false,"Provide non-recurring engineering and integration efforts for updated Radio Frequency Blanker Unit and Encrypted Mass Storage System components, and deficiency analysis and corrections in support of the MQ-25 program.","St. Louis, Missouri (85%); and Fairborn, Ohio (15%)",November 2029,"Naval Air Systems Command, Patuxent River, Maryland",,,false,0.92,Modification adds scope and exercises an option for deficiency analysis,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,71e1554d6421c0d1,true,
714a01167347ce1c,4586879,2026-08-31,NAVY,Meggitt Defense Systems Inc.,Irvine,California,9373421,new_award,N0016426FL049,,,20509871,firm-fixed-price,false,false,"Provide Liquid Air Palletized System Kits, non-recurring engineering tooling and air handling unit controller and fan spare parts for Navy P8-A aircraft in support of the Tactical Airborne Sensor Mission System.","Irvine, California",September 2028,"Naval Surface Warfare Center, Crane Division, Crane, Indiana",,,false,0.88,"Job order with options that would bring cumulative value to $20,509,871 if exercised; sole-source action per 10 U.S. Code 3204(a)(1)",2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,fd5575719aeffb9f,true,
4c1c266ac9d29b4b,4586879,2026-08-31,AIR FORCE,Northrop Grumman Systems Corp.,Riverdale,Utah,86069000,new_award,FA8214-26-F-B017,FA8214-21-D-0002,,,,true,false,"Provide program management, maintenance, sustaining engineering and support services for the Remote Visual Assessment (RVA) program.","Hill Air Force Base, Utah; F.E. Warren AFB, Wyoming; Malmstrom AFB, Montana; and Minot AFB, North Dakota",September 2031,"The Air Force Nuclear Weapons Center, Hill AFB, Utah",,,false,0.8,Task order under previously awarded ground subsystem support contract; sole-source acquisition,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,b9842bb5ec45e842,true,
65d73aaf01b74c58,4586879,2026-08-31,AIR FORCE,"Aleut Construction LLC,*",Reston,Virginia,52525333,modification,FA8501-25-C-0005,FA8501-25-C-0005,P00001,56116956,,,false,Provide a narrow body paint booth.,"Robins Air Force Base, Warner Robins, Georgia","March 15, 2028","Air Force Materiel Command Operational Contracting, Robins AFB, Warner Robins, Georgia",,,true,0.95,,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,c4adfb975056e79c,true,
7b044b64d93d27e3,4586879,2026-08-31,AIR FORCE,CAE Inc.,Arlington,Texas,42103873,new_award,FA862126CB003,,,,"fixed-price, cost-plus-award-fee, cost reimbursable, and fixed-price plus incentive",false,false,"Provide Royal Moroccan Air Force F-16 Block 72 training system and contractor logistics support, including two F-16 full mission trainer systems with associated equipment and spares.","Arlington, Texas; and Sidi Slimane Airbase, Morocco","April 30, 2029","Air Force Life Cycle Management Center, Agile Combat Support Directorate, Simulators Division, Wright-Patterson Air Force Base, Ohio",,,false,0.85,"Contract involves Foreign Military Sales (FMS) to Morocco; maximum value of $42,103,873 noted in entry",2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,17c3053238e893d6,true,
07655799a4fac79c,4586879,2026-08-31,OTHER,Raytheon Co.,McKinney,Texas,9747240,new_award,H9240826FE010,H9240824D4343,,,,true,false,Provide support for the Silent Knight Radar Antennae Gimbal-4 program.,"McKinney, Texas","Sept. 14, 2027","U.S. Special Operations Command, MacDill Air Force Base, Florida",,,false,0.8,Section header is U.S. SPECIAL OPERATIONS COMMAND (mapped to OTHER); task order under indefinite delivery-indefinite quantity contract,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,13cca72055a19e36,true,
674588e9e450be9e,4586879,2026-08-31,DEFENSE LOGISTICS AGENCY,"Kit Masters Inc.,*",Perham,Minnesota,9235200,new_award,SPRDL1-26-C-0111,,,,firm-fixed-price,false,false,Provide engine fan clutches.,,"June 19, 2028","Defense Logistics Agency Weapons Support, Warren, Michigan",,,true,0.82,Sole-source acquisition per 10 U.S. Code 3204(a)(1); two-year base contract with one one-year option; no place of performance given in entry,2026-09-02 18:10:40,claude-haiku-4-5,1fa591a18fd62fcb14a1cfbcb67f8988f40a8df224dea0c7a5684a8096b86c5f,1f32b0159df4,41ba3ea8ef606fd6,true,
755bd95ef82c0587,4585867,2026-08-28,AIR FORCE,"Symetrics Industries LLC, doing business as Extant Aerospace",Melbourne,Florida,147310777,new_award,FA8523-26-D-0001,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,false,ALE-47 countermeasure dispenser system line replaceable unit and shop replaceable unit production.,"Melbourne, Florida","Aug. 27, 2032","Air Force Life Cycle Management Center, Robins Air Force Base, Georgia",,2,false,0.92,Maximum indefinite-delivery/indefinite-quantity contract. Amount is stated as maximum value. Obligation amounts listed are not the action amount.,2026-09-02 18:10:40,claude-haiku-4-5,45ca1e9e9e38803bf9275eec9f6e4465e87ba909ca0720a09ebee892134fb96c,1f32b0159df4,85bff5fe2c32eea0,true,
7de1b72e4bb376e9,4585867,2026-08-28,AIR FORCE,Telos Corp.,Ashburn,Virginia,37777500,new_award,FA7037-26-D-0003,,,,"firm-fixed-price, indefinite-delivery/indefinite-quantity",true,false,Cybersecurity framework modernization and implementation of artificial intelligence tools and capabilities.,"San Antonio, Texas","Jan. 31, 2031","Air Combat Command, Acquisition Management and Integration Center, Joint Base San Antonio-Lackland, Texas",,30,false,0.93,,2026-09-02 18:10:40,claude-haiku-4-5,45ca1e9e9e38803bf9275eec9f6e4465e87ba909ca0720a09ebee892134fb96c,1f32b0159df4,5d8fa2a02e0e294d,true,
1f29f8a1a3a640f8,4585867,2026-08-28,AIR FORCE,Kwaan Tech LLC,Chantilly,Virginia,29999937,new_award,FA489026C0012,,,,firm-fixed-price,false,false,E-3 contract aircrew training and courseware development services including technical and program management.,"Tinker Air Force Base, Oklahoma","Aug. 31, 2029","Headquarters Air Combat Command Acquisition Management and Integration Center, Hampton, Virginia",,,false,0.91,"Sole source acquisition. Awarded Aug. 27, 2026.",2026-09-02 18:10:40,claude-haiku-4-5,45ca1e9e9e38803bf9275eec9f6e4465e87ba909ca0720a09ebee892134fb96c,1f32b0159df4,2cf3ac2fc1bf93d3,true,
46a1e65cfb1cf05e,4585867,2026-08-28,AIR FORCE,"BK Manufacturing Co. Inc.,*",Arab,Alabama,28000000,new_award,FA8556-26-D-B001,,,,"firm-fixed-price, requirements, indefinite-delivery/indefinite-quantity",true,false,Wings and fins for AIM-120X and CATM-120X series Advanced Medium-Range Air-to-Air Missiles.,"Arab, Alabama","Aug. 27, 2031","Air Force Life Cycle Management Center, Robins Air Force Base, Georgia",,,true,0.92,Maximum indefinite-delivery/indefinite-quantity contract. Sole source acquisition. No funds obligated at award.,2026-09-02 18:10:40,claude-haiku-4-5,45ca1e9e9e38803bf9275eec9f6e4465e87ba909ca0720a09ebee892134fb96c,1f32b0159df4,1045a3fc7fbb719c,true,
731b239915aaacfd,4585867,2026-08-28,AIR FORCE,Oneida Engineering Solutions LLC,Milwaukee,Wisconsin,20239787,new_award,FA8903-26-C-0007,,,,firm-fixed-price,false,false,Cost benefit and technical analysis for per- and polyfluoroalkyl substances (PFAS) response action and installation and maintenance of point-of-use treatment systems at Air Force installations.,"Multiple Air Force installations including Air Force Research Laboratory Rome, New York; Arnold Air Force Base, Tennessee; Avon Park Air Force Range, Florida; Cape Canaveral Space Force Station, Florida; Columbus AFB, Mississippi; Dover AFB, Delaware; Eglin AFB, Florida; Hanscom AFB, Massachusetts; Homestead Air Reserve Base, Florida; Hurlburt Field, Florida; Joint Base Anacostia-Bolling, Washington D.C.; Joint Base Andrews, Maryland; Joint Base Cape Cod, Massachusetts; Joint Base Charleston, South Carolina; Joint Base Langley-Eustis, Virginia; Joint Base McGuire-Dix-Lakehurst, New Jersey; Keesler AFB, Mississippi; MacDill AFB, Florida; Maxwell AFB, Alabama; Moody AFB, Georgia; New Boston Space Force Station, Massachusetts; Niagara Falls Air Reserve Station, New York; Patrick SFB, Florida; Pittsburgh Air Reserve Station/Air National Guard Base, Pennsylvania; Robins AFB, Florida; Seymour Johnson AFB, North Carolina; Shaw AFB, South Carolina; Tyndall AFB, Florida; and Westover Air Reserve Base, Massachusetts","Aug. 27, 2031","772d Enterprise Sourcing Squadron, Joint Base San Antonio Lackland, Texas",,,false,0.88,Sole source acquisition. Multiple performance locations across numerous Air Force installations.,2026-09-02 18:10:40,claude-haiku-4-5,45ca1e9e9e38803bf9275eec9f6e4465e87ba909ca0720a09ebee892134fb96c,1f32b0159df4,b99f6ae53050f21e,true,
