contract_uid,contract_number,contractor_raw,ticker,service_branch,work_description,contracting_activity,first_event_date,last_event_date,n_events,n_modifications,initial_value_usd,total_actioned_usd,ceiling_usd,history_complete,built_at
c3b5df5ed1ff8784,FA3016-26-D-0024,Triad Healthcare Solutions LLC,,AIR FORCE,Aerospace healthcare professionals to support Air Force Accessions Center medical evaluation review board.,"The 502nd Contracting Squadron, Joint Base San Antonio-Randolph, Texas",2026-07-21,2026-07-21,1,0,9000000,9000000,,true,2026-09-02 18:11:08
ea82e024a8940d50,FA9453-26-C-X018,Trusted Space LLC,,AIR FORCE,"Research, development, software maturation, testing, and on-orbit demonstration of autonomy software prototypes for the Resilient and Autonomous Satellite Experimental Research program.","Air Force Research Laboratory, Kirtland Air Force Base, New Mexico",2026-08-19,2026-08-19,1,0,14831233,14831233,,true,2026-09-02 18:11:08
0f0de0653ad74f32,FA8730-26-9-B004,Vivsoft Technologies LLC,,AIR FORCE,"Modernization of the Department's aircrew scheduling, training management, and standardization and evaluation capabilities.","Air Force Life Cycle Management Center, Hanscom Air Force Base, Massachusetts",2026-07-28,2026-07-28,1,0,100000000,100000000,,true,2026-09-02 18:11:08
716f701e855633d0,N3220526C1247,Waterman Transport Inc.,,NAVY,"64-day time charter of two U.S. flag, self-sustaining roll-on/roll-off vessels capable of carrying a minimum of 110,000 square feet of military cargo.","Military Sealift Command, Norfolk, Virginia",2026-07-20,2026-07-20,1,0,16016000,16016000,,true,2026-09-02 18:11:08
9889e40849c0ac45,FA8903-26-D-0029,Willkompany Inc.,,AIR FORCE,"Roofing, repair, and replacement services for low-slope, steep-slope, and metal roofing systems at Air Force installations.","772nd Enterprise Sourcing Squadron, Joint Base San Antonio–Lackland, Texas",2026-07-31,2026-07-31,1,0,450000000,450000000,,true,2026-09-02 18:11:08
842e79b717e6453f,W91236-26-D-A003,"Zapata Group Inc.,*",,ARMY,Broad range of architect and engineering services to support construction projects located primarily in the Norfolk District area of responsibility and the North Atlantic Division.,"U.S. Army Corps of Engineers, Norfolk, Virginia",2026-06-23,2026-06-23,1,0,45000000,45000000,45000000,true,2026-09-02 18:11:08
f2b8378ef7343ce5,W31P4Q-25-F-0159,DigiFlight Inc.,,ARMY,Programmatic support services.,"Army Contracting Command, Redstone Arsenal, Alabama",2026-07-28,2026-07-28,1,1,,20754958,,false,2026-09-02 18:11:08
7f657bdc6dd8a27d,W912HY-26-D-A024,Great Lakes Dredge & Dock Co. LLC,GLDD,ARMY,Pipeline dredging projects within the U.S. Army Corps of Engineers Galveston District boundary.,"U.S. Army Corps of Engineers, Galveston, Texas",2026-08-03,2026-08-03,1,0,95000000,95000000,,true,2026-09-02 18:11:08
d10215c47be8cbf8,W9126G-26-D-A045,"Millburn Harbor Inc.,*",,ARMY,"Professional real estate negotiation services for properties located within Texas, Arizona, California, Louisiana, and New Mexico.","U.S. Army Corps of Engineers, Fort Worth, Texas",2026-07-02,2026-07-02,1,0,99000000,99000000,99000000,true,2026-09-02 18:11:08
c6877daf3ef0e1c6,W912CH-26-D-0060,Sechan Electronics Inc.,,ARMY,Repair services for the Paladin Digital Fire Control System for M109A6 Self Propelled Howitzers.,"Army Contracting Command, Detroit Arsenal, Michigan",2026-08-10,2026-08-10,1,0,22119790,22119790,,true,2026-09-02 18:11:08
0510ab8ef2b20007,FA8250-26-D-B010,Serco Inc.,,AIR FORCE,Repair services for the 415th Supply Chain Management Squadron.,"The Air Force Sustainment Center, Hill Air Force Base, Utah",2026-07-30,2026-07-30,1,0,300000000,300000000,,true,2026-09-02 18:11:08
10b9ad02f96580c3,W31P4Q-23-F-B002,Torch Technologies,,ARMY,Missile systems technical support.,"Army Contracting Command, Redstone Arsenal, Alabama",2026-08-26,2026-08-26,1,1,,11998386,,false,2026-09-02 18:11:08
27040ed5f4e729d5,W912HY-26-D-A030,Weeks Marine Inc.,,ARMY,Pipeline dredging projects within the U.S. Army Corps of Engineers Galveston District boundary.,"U.S. Army Corps of Engineers, Galveston, Texas",2026-08-03,2026-08-03,1,0,95000000,95000000,,true,2026-09-02 18:11:08
2694cf94c86be049,W912DY-26-D-A038,AECOM Technical Services Inc.,ACM,ARMY,"Maintenance and support of the Remedial Action Cost Engineering and Requirements, and Parametric Automated Cost Engineering System software systems used for parametric cost estimating in environmental sustainment, management, remediation and facility projects.","U.S. Army Corps of Engineers' Engineering and Support Center, Huntsville, Alabama",2026-08-26,2026-08-26,1,0,30674435,30674435,,true,2026-09-02 18:11:08
00a0d4e620080608,N00024-21-C-6425,General Dynamics Mission Systems,GD,NAVY,Procurement of 188 additional Hammerhead units and eight complementary peculiar support equipment sets.,"Naval Sea Systems Command, Washington, D.C.",2026-07-31,2026-07-31,1,1,,229658178,,false,2026-09-02 18:11:08
266c0d12d5b0221e,W9127S-22-D-0026,Great Lakes Dredge & Dock Co. LLC,GLDD,ARMY,"Long-term capability, station dredging on the McClellan-Kerr Arkansas River Navigation System.","U.S. Army Corps of Engineers, Little Rock, Arkansas",2026-08-19,2026-08-19,1,1,,12275250,59134410,false,2026-09-02 18:11:08
bddc5eb8029309b3,N6600126R0109,Leidos Inc.,LDOS,NAVY,"Operational exercise design and construction, operations and requirements analysis, concept formulation and development, feasibility demonstrations, and operational and technical support including systems engineering, requirements verification and validation, software and hardware design, systems integration, test and evaluation, and DevSecOps methodologies.","Naval Information Warfare Center Pacific, San Diego, California",2026-08-13,2026-08-13,1,0,278000000,278000000,400000000,true,2026-09-02 18:11:08
729b652f138659a8,N00024-19-D-6200,Lockheed Martin Corp.,LMT,NAVY,Production of submarine electronic warfare systems on new construction and in-service submarines.,"Naval Sea Systems Command, Washington, D.C.",2026-07-09,2026-07-09,1,0,48964213,48964213,,true,2026-09-02 18:11:08
c64b23fc93ebb518,N00104-26-C-K215,Lockheed Martin Corp.,LMT,NAVY,Refurbish 44 5W83 VLA thrust vectors and 44 VH07 VLA rocket motors used on Navy cruisers and destroyers.,"Naval Supply Systems Command Weapon Systems Support, Mechanicsburg, Pennsylvania",2026-08-31,2026-08-31,1,0,26152726,26152726,,true,2026-09-02 18:11:08
d7e67646eaf53cba,FA8628-19-D-1000,The Boeing Co.,BA,AIR FORCE,"B-52 Bomb Rack Modernization System kits manufacturing, production, kitting, and delivery in support of the B-52 Radar Modernization Program.","Air Force Life Cycle Management Center, Wright-Patterson Air Force Base, Ohio",2026-08-25,2026-08-25,1,0,162966689,162966689,,true,2026-09-02 18:11:08
804d90e66a8f7bc2,N62742-26-D-1213,ADRS LLC,,NAVY,Multi-discipline architect-engineer services for architectural projects at various locations under Naval Facilities Engineering Command Pacific.,"NAVFAC Pacific, Joint Base Pearl Harbor-Hickam, Hawaii",2026-08-18,2026-08-18,1,0,249000000,249000000,,true,2026-09-02 18:11:08
2dfb06219b1ac90b,W58RGZ-26-F-0399,AEVEX Aerospace LLC,,ARMY,"AEVEX Casper 1 and 3 systems, support equipment, and field service representatives.","Army Contracting Command, Redstone Arsenal, Alabama",2026-08-25,2026-08-25,1,0,77771982,77771982,,true,2026-09-02 18:11:08
d1bb8e95f777e87b,W91278-26-D-A039,"Alpha Facilities Solutions LLC,*",,ARMY,Architect-engineer services available through competitive order placement.,"U.S. Army Corps of Engineers, Mobile, Alabama",2026-07-22,2026-07-22,1,0,249000000,249000000,,true,2026-09-02 18:11:08
6ea4724dbc7b1e08,W911RQ-26-C-A015,"Altech Inc.,*",,ARMY,Modernization of buildings to support advanced manufacturing capabilities.,"Army Contracting Command, Detroit Arsenal, Michigan",2026-07-28,2026-07-28,1,0,13000000,13000000,,true,2026-09-02 18:11:08
04ad335e19ff4bc4,W9128F-26-D-A034,"Athena Engineering & Environmental LLC,*",,ARMY,Geotechnical architect and engineering services.,"U.S. Army Corps of Engineers, Omaha, Nebraska",2026-07-24,2026-07-24,1,0,12500000,12500000,,true,2026-09-02 18:11:08
d6ca590885c90d72,N00383-22-G-ZL01,Bell Textron Inc.,TXT,NAVY,Procurement of 32 gearboxes in support of H-1 helicopters sold to the Czech Republic under Foreign Military Sales program via undefinitized delivery order.,"Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania",2026-06-23,2026-06-23,1,0,43215352,43215352,,true,2026-09-02 18:11:08
a365321be97f01ed,FA853226DB006,Booz Allen,BAH,AIR FORCE,Next generation aerospace and ground equipment to modernize and source aerospace and ground equipment.,"Air Force Material Command Air Force Life Cycle Management Center, Support Equipment and Vehicles, Robins Air Force Base, Warner Robins, Georgia",2026-08-17,2026-08-17,1,0,920000000,920000000,,true,2026-09-02 18:11:08
685eb6840b0fdcea,SPE2DE-26-D-0008,Boston Scientific Neuromodulation Corp.,BSX,DEFENSE LOGISTICS AGENCY,Neuromodulation procedural packages and supplies.,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania",2026-08-10,2026-08-10,1,0,14379072,14379072,,true,2026-09-02 18:11:08
0cc8d29d1baec059,W15P7T-26-C-A003,CAE USA Inc.,CAE,ARMY,Bombardier Global 6500 pilot training.,"Army Contracting Command, Aberdeen Proving Ground, Maryland",2026-07-23,2026-07-23,1,0,257886133,257886133,,true,2026-09-02 18:11:08
2b3165b6852c9957,FA8903-26-D-0013,Chatmon Construction LLC,,AIR FORCE,"Roofing, repair, and replacement services including low-slope, steep-slope, and metal roofing system work.","772nd Enterprise Sourcing Squadron, Joint Base San Antonio–Lackland, Texas",2026-06-29,2026-06-29,1,0,450000000,450000000,,true,2026-09-02 18:11:08
68c6b42161700f66,W911NF-26-D-A008,"Chitra Productions LLC,*",,ARMY,"Establish and strengthen networks connecting the United States Department of War, United States Army Combat Capabilities Development Command Army Research Laboratory, and government partners with academia, industry, and other government agencies through science and technology education outreach initiatives.","U.S. Army Contracting Command, Aberdeen Proving Ground, Maryland",2026-06-26,2026-06-26,1,0,49000000,49000000,,true,2026-09-02 18:11:08
7f3e583ee4c330f3,SPE2D0-26-D-0001,Cook Medical,,DEFENSE LOGISTICS AGENCY,Supply of various medical and surgical products.,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania",2026-08-11,2026-08-11,1,0,18506121,18506121,,true,2026-09-02 18:11:08
01b55b6efe5ffee7,W912HP-26-C-A008,Cooper Tacia General Contracting Co.,,ARMY,Construction of a child development center.,"U.S. Army Corps of Engineers, Charleston, South Carolina",2026-08-03,2026-08-03,1,0,24500000,24500000,,true,2026-09-02 18:11:08
d405d5b8a1e1b2c0,N62742-25-C-1319,Core Tech-HDCC-Kajima (CHK) LLC,,NAVY,"Construction of P-649, a joint communications upgrade, including exercise of Option Three for Fiber SONET Ring at Marine Corps Base Camp Blaz and Naval Base Guam.","Naval Facilities Engineering Systems Command Marianas, Naval Support Activity Andersen, Guam",2026-08-19,2026-08-19,1,1,,61582001,351344615,false,2026-09-02 18:11:08
27b57c9949af4ae2,N6339423C0006,DRS Laurel Technologies Partnership,,NAVY,"Manufacturing, assembling, testing, and delivery of Vertical Launching System associated kits for U.S. government and Foreign Military Sales (Netherlands).","Naval Surface Warfare Center Port Hueneme Division, Port Hueneme, California",2026-07-28,2026-07-28,1,1,,68322385,,false,2026-09-02 18:11:08
ce2ad296cc4c9c44,N00024-26-D-4306,Donjon Marine Co. LLC,,NAVY,"Salvage-related towing, harbor clearance, ocean engineering projects, and point-to-point towing services.","Naval Sea Systems Command, Washington, D.C.",2026-07-09,2026-07-09,1,0,180000000,180000000,,true,2026-09-02 18:11:08
3ec2ea55f255cc48,FA890326C0017,Eastern Shawnee – Bay West JV LLC,,AIR FORCE,Environmental remediation activities to achieve performance objectives at 13 Installation Restoration Program sites at Fairchild Air Force Base.,"772d Enterprise Sourcing Squadron, Joint Base San Antonio Lackland, Texas",2026-08-25,2026-08-25,1,0,14499783,14499783,,true,2026-09-02 18:11:08
